Artist,Spotify Name,Genres,Popularity,Similarity
"Joe ""King"" Carrasco & Texas Tornados",Joe King Carrasco,,8.0,64
Alpha Team feat. Anika,Alfa Tavares,,27.0,35
C-Murder_ Snoop Dogg And Magic,C-Murder,"['crunk' 'deep southern trap' 'dirty south rap' 'gangster rap'
 'houston rap' 'new orleans rap' 'southern hip hop']",48.0,42
Nicole Scherzinger Feat. T.I.,Nicole Scherzinger,['dance pop' 'electropop' 'post-teen pop'],66.0,77
Frank Sinatra & Nat King Cole,Frank Sinatra,['adult standards' 'easy listening' 'lounge'],78.0,62
Aislers Set,The Aislers Set,['c86' 'indie fuzzpop' 'lo-fi' 'tape club' 'twee pop'],21.0,85
The Cats & The Fiddle,The Cat's Miaow,['c86' 'tape club' 'twee pop'],29.0,56
Speedy,Speedy Radio,['sped up'],55.0,67
Mad Professor & Lee Perry,Mad Professor,['dub' 'reggae' 'roots reggae'],44.0,68
UK,Ukuletea,['indie pop' 'pixel'],45.0,40
Luh,Luh Tyler,['florida drill'],62.0,50
Afrika Bambaataa and Family,Afrika Bambaataa,"['bronx hip hop' 'east coast hip hop' 'electro' 'hip hop'
 'old school hip hop']",46.0,74
Suba,Sublime,['alternative rock' 'reggae fusion' 'ska mexicano' 'ska punk'],73.0,55
Y&T,YoungBoy Never Broke Again,['baton rouge rap' 'trap'],86.0,7
September,SeptembersRich,['vapor trap'],56.0,78
Kellys,Kelly Clarkson,['dance pop' 'pop' 'post-teen pop' 'talent show'],76.0,60
Charlie Sexton & The Mystic Knights Of The Sea,Charlie Sexton,['austin singer-songwriter'],31.0,47
COUNT BASIE & SARAH VAUGHAN,Count Basie,"['adult standards' 'big band' 'harlem renaissance' 'jazz' 'jazz piano'
 'lounge' 'stride' 'swing' 'vocal jazz']",64.0,58
Tammi Terrell / Marvin Gaye,Tammi Terrell,['motown'],68.0,65
Sumo,Summer Walker,['pop' 'r&b'],82.0,35
Soak,Soaking in his Presence,['instrumental worship'],43.0,30
Fabian,Fabian Mazur,['bass trap' 'danish electronic' 'electronic trap' 'traprun'],52.0,67
Larry Graham & Graham Central Station,Larry Graham,['funk' 'quiet storm' 'urban contemporary'],38.0,49
Bill Haley and his Comets,Bill Haley & His Comets,['adult standards' 'rock-and-roll' 'rockabilly'],56.0,92
Martha Reeves,Martha Reeves & The Vandellas,"['classic girl group' 'classic soul' 'disco' 'funk' 'motown' 'quiet storm'
 'soul' 'southern soul']",60.0,62
Alisia,Alicia Keys,['hip pop' 'neo soul' 'pop' 'r&b' 'urban contemporary'],80.0,59
Toots and The Maytals,Toots & The Maytals,['reggae' 'rocksteady' 'ska'],56.0,90
Memphis Bleek / Jay-Z,Memphis Bleek,"['east coast hip hop' 'gangster rap' 'hardcore hip hop' 'hip hop'
 'hip pop' 'rap' 'southern hip hop']",52.0,76
Black Crowes_ The,Black Crowes & The,,8.0,91
The Lords Of The New Church,Lords Of The New Church,['gothic rock' 'new wave' 'post-punk'],35.0,92
Moke,MoKenStef,['contemporary r&b'],48.0,62
Grover Washington Jr. feat. Bill Withers,"Grover Washington, Jr.",['smooth jazz'],66.0,68
Yotam,Yotam Perel,,31.0,62
Lil' Son Jackson,"Melvin ""Lil' Son"" Jackson",['texas blues'],10.0,78
Joe E,Joe Elliott,,51.0,62
Drunks with Guns,Drunken Warrior,,3.0,52
Ritchie Blackmore,Ritchie Blackmore's Rainbow,['hard rock'],38.0,77
James White,James White And The Blacks,['no wave' 'post-punk'],21.0,59
Lloyd Cole,Lloyd Cole and the Commotions,"['art rock' 'new romantic' 'new wave' 'new wave pop' 'scottish new wave'
 'synthpop']",48.0,51
Michael Schenker,Michael Schenker Group,"['album rock' 'german hard rock' 'glam metal' 'hard rock' 'metal'
 'neo classical metal']",42.0,84
Jon Spencer,The Jon Spencer Blues Explosion,['blues rock' 'garage rock' 'punk blues'],45.0,52
Jah Wobble & Temple of Sound,Jah Wobble,['experimental dub' 'uk dub'],32.0,53
Mother Vulpine,Mother Fortune,,15.0,71
My Favorite,My Favorite Color,['pittsburgh rap'],34.0,79
Chick Corea_ Gary Burton,Chick Corea,"['contemporary jazz' 'contemporary post-bop' 'ecm-style jazz' 'jazz'
 'jazz fusion' 'jazz piano']",53.0,63
P. Diddy & The Bad Boy Family,Diddy,"['dance pop' 'east coast hip hop' 'hip hop' 'hip pop' 'pop rap' 'r&b'
 'rap']",75.0,29
Lee Perry & The Upsetters,"Lee ""Scratch"" Perry",['dub' 'reggae' 'rocksteady' 'roots reggae'],54.0,41
Dubble-OO,DubbleOO,,3.0,94
Alpha & Omega,Alpha Wolf,['australian post-hardcore' 'metalcore' 'nu-metalcore'],55.0,61
"Deonis ""Pumah"" Cook",,,,0
Larsen,Stu Larsen,['indie anthem-folk' 'indie folk' 'indiecoustica' 'stomp and holler'],51.0,75
Elisa,Elisa Avaria,,54.0,59
Doc Watson & Clarence Ashley,Doc Watson,"['appalachian folk' 'bluegrass' 'country rock' 'folk' 'new americana'
 'old-time' 'progressive bluegrass' 'traditional folk']",53.0,53
The Four Tops,Four Tops,"['adult standards' 'classic soul' 'disco' 'funk' 'mellow gold' 'motown'
 'quiet storm' 'soul']",65.0,82
King Tubby & the Aggrovators,King Tubby,['dub' 'reggae' 'roots reggae'],46.0,53
Jason & The Scorchers,Jason Aldean,['contemporary country' 'country' 'country road'],76.0,42
"Black, Rock & Ron",Black Rock,,10.0,74
Cliff Richard & The Shadows,Cliff Richard,"['adult standards' 'classic uk pop' 'europop' 'mellow gold' 'new wave pop'
 'rock-and-roll' 'soft rock']",57.0,65
DOA,Drake,['canadian hip hop' 'canadian pop' 'hip hop' 'rap' 'toronto rap'],98.0,50
Luciano,Luciano Pavarotti,"['canzone napoletana' 'classical tenor' 'italian tenor' 'opera'
 'operatic pop']",65.0,58
Israel Nash Gripka,Israel Nash,['deep new americana' 'modern folk rock' 'new americana'],40.0,76
Iggy And Green Day,Iggy Pop,['classic rock' 'glam rock' 'permanent wave' 'protopunk' 'punk' 'rock'],66.0,38
Borah Bergman_ Denis Charles_ Roy Campbell,Boris Karloff,['adult standards' 'drama'],44.0,36
Mr Vegas,Mr. Vegas,['azonto' 'dancehall' 'reggae fusion' 'soca'],59.0,94
Ladyhawk,Ladyhawke,"['alternative dance' 'electroclash' 'electropop' 'indietronica'
 'metropopolis' 'neo-synthpop' 'new rave']",48.0,94
Birdie,Birdieu,,27.0,92
Paul Burch & The WPA Ballclub,Paul Burch,['alternative country'],10.0,51
BASEHEAD,Basehead J,,2.0,89
Gary Moore / Phil Lynott,Gary Moore,"['album rock' 'blues rock' 'british blues' 'classic rock' 'electric blues'
 'hard rock' 'rock']",60.0,59
All Natural,All Natural Lemon & Lime Flavors,['dream pop' 'indie shoegaze' 'nu gaze' 'shoegaze'],26.0,51
Jeff Lynne,Electric Light Orchestra,"['album rock' 'art rock' 'beatlesque' 'classic rock' 'glam rock'
 'mellow gold' 'rock' 'soft rock' 'symphonic rock']",73.0,24
Super Rail Band,Rail Band,['mande pop' 'west african jazz'],16.0,75
Wicked Wisdom,Jada Pinkett Smith,,21.0,32
The Original Five Blind Boys Of Alabama,The Blind Boys Of Alabama,['gospel singers'],41.0,78
Andrea,Andrea Bocelli,['classical tenor' 'italian tenor' 'operatic pop'],71.0,60
Elyse,Elyse Myers,,46.0,62
Ui,$uicideboy$,['dark trap' 'new orleans rap' 'underground hip hop'],89.0,31
Camel,CamelPhat,['deep tech house' 'edm' 'house' 'progressive house' 'tropical house'],67.0,71
The Asteroid #4,,,,0
Paper Route,Paper Route EMPIRE,['trap'],59.0,76
Ted Nugent's Amboy Dukes,The Amboy Dukes,"['blues rock' 'classic garage rock' 'classic rock' 'detroit rock'
 'freakbeat' 'protopunk' 'psychedelic rock']",37.0,72
Juliette and the Licks,Juliette & The Licks,['power-pop punk'],31.0,90
Missy Elliott / Lil Kim,Lil' Kim,"['dance pop' 'east coast hip hop' 'gangster rap' 'hip hop' 'hip pop'
 'pop rap' 'r&b' 'rap' 'southern hip hop' 'trap queen'
 'urban contemporary']",68.0,45
Lava House and Lil Boosie,Boosie Badazz,"['baton rouge rap' 'dirty south rap' 'gangster rap' 'hip hop' 'rap'
 'southern hip hop' 'trap']",67.0,32
John & Yoko And The Plastic Ono Band With The Harlem Community Choir,John Mayer,['neo mellow' 'singer-songwriter'],80.0,21
Whistler And His Jug Band,Whistler & His Jug Band,['jug band'],,92
Lee Fields & The Expressions,Lee Fields,['funk' 'soul' 'southern soul'],52.0,53
John Collins,John Collins McLaughlin,,5.0,69
The Electrifying Mojo,JoJo Mojo,,47.0,33
Françoise Hardy - Oi,Françoise Hardy,['chanson' 'ye ye'],59.0,86
Sibelius,Jean Sibelius,['classical' 'finnish classical' 'impressionism' 'post-romantic era'],62.0,76
Jeffrey Lewis & The Junkyard,Jeffrey Lewis,['anti-folk' 'folk punk' 'lo-fi'],39.0,63
Paul Van Dyk And Starkillers And Austin Leeds Featuring Ashely Tomberlin,Paul van Dyk,['german techno' 'trance' 'uplifting trance'],60.0,29
Paolo Fresu / A Filetta Corsican Voices / Daniele di Bonaventura,Paolo Fresu,"['contemporary jazz' 'italian contemporary jazz' 'italian jazz'
 'jazz trumpet']",48.0,29
Don Redman,Don Redman and His Orchestra,['big band' 'vintage swing'],12.0,53
Victory,Victory DaOne,,40.0,70
Dean Wareham & Britta Phillips,Dean Wareham,['alternative americana'],24.0,57
The Raspberries,The Wild Raspberries,,,86
Chick Corea / Béla Fleck,Béla Fleck,"['banjo' 'bluegrass' 'instrumental bluegrass' 'jam band'
 'progressive bluegrass']",46.0,59
Justin,Justin Bieber,['canadian pop' 'pop'],92.0,63
Betty Roché,Betty Roche,,7.0,91
Desperate Bicycles,Desperate Electric,,12.0,67
Marc Bolan / T. Rex,Marc Bolan,['glam rock'],33.0,69
Joey Riot Feat. Angel Eyez,Joey + Rory,['country' 'country dawn' 'country road'],47.0,43
John Brown,John Brown's Body,['east coast reggae' 'reggae' 'reggae rock' 'roots reggae'],36.0,74
*NSYNC featuring Nelly,Lance,,26.0,22
Bennie Man,Beenie Man,['dancehall' 'jamaican dancehall' 'reggae fusion' 'soca'],64.0,90
Damon & Naomi,Damon Sharpe,,51.0,56
Pete Tong & Paul Rogers,Pete Tong,['disco house'],55.0,56
Colours,colours in the dark,,61.0,54
Lilys,Lily's Corner,['lullaby' 'shush'],49.0,56
Tapes n Tapes,Tapes 'n Tapes,['indie rock' 'stomp and holler'],30.0,93
Jessie James,Jessie James Decker,['contemporary country' 'country' 'country pop'],52.0,77
BBQ,bbno$,['canadian hip hop' 'dark trap' 'vapor trap'],75.0,50
Earth_ Wind & Fire,"Earth, Wind & Fire",['disco' 'funk' 'jazz funk' 'quiet storm' 'soul'],75.0,94
Seely,Steely Dan,"['album rock' 'art rock' 'classic rock' 'country rock' 'folk rock'
 'mellow gold' 'psychedelic rock' 'rock' 'soft rock' 'yacht rock']",70.0,67
Shack,Shakira,['colombian pop' 'dance pop' 'latin pop'],94.0,67
Prince With 94 East,Prince Woods,['pop edm'],35.0,58
"Roosevelt ""Booba"" Barnes",,,,0
The Rooks,The Roots,"['alternative hip hop' 'conscious hip hop' 'east coast hip hop'
 'hardcore hip hop' 'hip hop' 'philly rap' 'political hip hop'
 'southern hip hop']",62.0,89
Connee Boswell & Sy Oliver Orchestra,Connee Boswell,,13.0,56
was,Washed Out,"['alternative dance' 'chillwave' 'dream pop' 'indie rock' 'indietronica'
 'neo-psychedelic' 'neo-synthpop']",57.0,46
Odds,ODESZA,['chillwave' 'edm'],72.0,60
Jeff Klein,Jeff Kleinman,,20.0,87
Mr Scruff & Quantic,Mr. Scruff,"['big beat' 'downtempo' 'electronica' 'jazztronica' 'nu jazz' 'trip hop'
 'turntablism']",49.0,62
Falcons,Falconshield,['antiviral pop' 'melodic power metal' 'otacore'],46.0,74
Grayson & Whitter,Grayson Villanueva,,59.0,57
Pandit Ravi Shankar,Ravi Shankar,['hindustani classical' 'indian classical' 'sitar' 'world fusion'],47.0,77
Lionel Richie With Blake Shelton,Blake Shelton,['contemporary country' 'country' 'country road' 'oklahoma country'],73.0,58
Drifters,The Drifters,"['adult standards' 'bubblegum pop' 'lounge' 'rock-and-roll' 'rockabilly'
 'soul']",62.0,80
Nick Jonas & The Administration,Nick Jonas,['dance pop' 'edm' 'pop' 'post-teen pop'],67.0,49
Bing Crosby & David Bowie,Bing Crosby,['adult standards' 'easy listening' 'lounge'],65.0,61
Krok,Krokus,['album rock' 'glam metal' 'hard rock' 'metal' 'rock' 'swiss rock'],46.0,80
Midnighters,Hank Ballard & The Midnighters,['doo-wop' 'rhythm and blues'],26.0,54
Klaus Schulze & Lisa Gerrard,Klaus Schulze,"['ambient' 'art rock' 'berlin school' 'krautrock' 'rock keyboard'
 'space rock']",40.0,63
Caitlin Cary & Thad Cockrell,Caitlin Cary,['alternative country'],20.0,60
Martin Carthy & Family,Martin Carthy,['american folk revival' 'british folk' 'traditional british folk'],30.0,74
The Levellers,Levellers,['brighton indie' 'celtic rock' 'grebo'],45.0,82
Bramhall,Doyle Bramhall II,['blues rock' 'electric blues' 'modern blues' 'modern blues rock'],36.0,64
Mase,Masego,,72.0,80
Fergie / Soulja Boy Tell`em,Soulja Boy Tell 'En,,22.0,70
8Ball & MJG,8Ball,"['crunk' 'dirty south rap' 'gangster rap' 'memphis hip hop'
 'southern hip hop' 'trap']",48.0,62
Marvin Gaye / Kim Weston,Kim Weston,['motown' 'northern soul'],49.0,59
The Bonnevilles,Josiah and the Bonnevilles,['indie folk' 'modern folk rock' 'stomp and holler'],60.0,73
James Ingram / Patti Austin,James Ingram,['adult standards' 'quiet storm' 'soft rock' 'urban contemporary'],60.0,62
Louis Armstrong and His Orchestra,Louis Armstrong,"['adult standards' 'dixieland' 'harlem renaissance' 'jazz trumpet'
 'new orleans jazz' 'swing' 'vocal jazz']",72.0,62
Mauricio Gueiros,Maurício Gueiros,,,94
Randy Newman/Lyle Lovett,Randy Newman,['hollywood' 'movie tunes' 'singer-songwriter'],62.0,67
Cathedral,Cathedral Bells,['american shoegaze' 'dreamo' 'grungegaze' 'nu gaze'],49.0,75
Miles Davis & Thelonious Monk,Miles Davis,"['cool jazz' 'hard bop' 'jazz' 'jazz fusion' 'jazz trumpet'
 'uk contemporary jazz']",65.0,55
Smokey Robinson and The Miracles,Smokey Robinson & The Miracles,['classic soul' 'funk' 'motown' 'quiet storm' 'soul' 'southern soul'],60.0,94
Chad Mitchell,Chad Mitchell Trio,['american folk revival'],24.0,84
Alta,Alta Elegancia,['corrido' 'corridos tumbados' 'sad sierreno' 'sierreno'],55.0,44
SPK,sped up nightcore,['nightcore' 'sped up'],83.0,20
Jack DeJohnette_ John Abercrombie,Jack DeJohnette,['contemporary jazz' 'ecm-style jazz' 'jazz drums' 'jazz fusion'],45.0,62
Caribou (formerly Dan Snaith's Manitoba),Caribou,"['alternative dance' 'chillwave' 'electronica' 'electropop' 'folktronica'
 'indie rock' 'indietronica' 'intelligent dance music' 'new rave']",58.0,30
Shirley & Company,Shirley Bassey,['adult standards' 'easy listening' 'lounge'],55.0,65
Fleshtones,The Fleshtones,"['garage rock' 'garage rock revival' 'power pop' 'pub rock' 'punk blues'
 'trash rock']",29.0,83
Joy.,Joyner Lucas,['boston hip hop' 'hip hop' 'pop rap' 'rap'],73.0,38
Snook,Snooks Eaglin,"['acoustic blues' 'blues' 'louisiana blues' 'new orleans blues'
 'traditional blues']",40.0,56
Johnny Kidd And The Pirates,Johnny Kidd & The Pirates,['british invasion' 'merseybeat' 'rock-and-roll' 'rockabilly'],39.0,92
Mr. Elevator and the Brain Hotel,Mr. Elevator & The Brain Hotel,,1.0,94
Japan,Japanese Breakfast,['art pop' 'eugene indie' 'indie pop' 'philly indie'],62.0,43
Jumpin' Gene Simmons,Gene Simmons,,16.0,75
Cleaners From Venus,The Cleaners From Venus,['alternative rock' 'dream pop' 'lo-fi' 'post-punk'],42.0,90
Homesick James Williamson,James Wilson,['apostolic worship'],40.0,65
Thalía,Thalia,['dance pop' 'latin pop' 'mexican pop'],72.0,83
Pierre Moerlen,Pierre Moerlen's Gong,['canterbury scene'],7.0,80
Stan Getz / Chet Baker,Stan Getz,"['bossa nova' 'cool jazz' 'jazz' 'jazz saxophone' 'latin jazz'
 'samba-jazz']",66.0,58
The Great American Canyon Band,Great American Canyon Band,['baltimore indie'],4.0,93
Andraé Crouch,Andrae Crouch,['gospel' 'gospel r&b'],44.0,92
999,999 Heartake Sabileye,,35.0,25
Ruben Blades & Willie Colon,Rubén Blades,['latin jazz' 'salsa' 'tipico' 'tropical'],65.0,56
Pistol,Pistol Annies,"['contemporary country' 'country' 'country dawn' 'country road'
 'modern country rock']",55.0,63
Cinder,Cinderella,['album rock' 'glam metal' 'hard rock' 'metal' 'rock'],61.0,75
Zion Y Lennox,Zion & Lennox,['latin hip hop' 'reggaeton' 'reggaeton flow' 'urbano latino'],80.0,92
Salome,Salome Smith,,36.0,67
Sugarman Three,The Sugarman 3,['funk' 'hammond organ'],29.0,64
Ladybug,Ladybug Music,"[""preschool children's music""]",26.0,70
Ames Brothers,The Ames Brothers,['adult standards' 'deep adult standards' 'vocal harmony group'],29.0,87
The Del-Lords,The Del Lords,['pub rock'],15.0,92
Loretta Lynn / Conway Twitty,Conway Twitty,['arkansas country' 'country' 'country rock'],62.0,63
Go-Go's,The Go-Go's,"['album rock' 'candy pop' 'girl group' 'jangle pop' 'mellow gold'
 'new romantic' 'new wave' 'new wave pop' 'permanent wave' 'pop rock'
 'rock' 'soft rock' 'synthpop']",57.0,78
Hoover,Hooverphonic,['downtempo' 'electronica' 'trip hop'],55.0,67
Hula,Hula Mana,,39.0,62
Michael Franti,Michael Franti & Spearhead,['neo mellow' 'pop rock' 'reggae fusion'],59.0,70
Matt Shulman,Matt Schuster,['contemporary country'],63.0,64
Spice Squirrels,Sesame Street's The Squirrelles,"[""children's music""]",10.0,52
Gabriel Olafs,Gabríel Ólafs,['background piano' 'compositional ambient' 'neo-classical'],61.0,85
Circle,Circle Jerks,['hardcore punk' 'punk' 'skate punk' 'thrash core'],46.0,67
Minus IQ,Minus the Bear,['dreamo' 'indie rock'],47.0,55
The Hands,The Handsome Family,['albuquerque indie' 'alternative country' 'gothic americana' 'roots rock'],49.0,64
Long Piao Piao,龍飄飄,['c-pop' 'classic mandopop' 'vintage chinese pop'],37.0,0
Haley & Michaels,Haley Reinhart,['idol'],66.0,60
Marta Sanchez,Marta Sánchez,['latin pop' 'spanish pop'],65.0,92
90,90sFlav,['lo-fi beats' 'sad lo-fi'],55.0,44
Dillinger,Dillinger Four,"['emo' 'indie punk' 'melodic hardcore' 'minneapolis punk' 'orgcore'
 'power-pop punk' 'punk' 'skate punk']",34.0,78
Stig,Stig Anderson,['show tunes'],39.0,47
Blu Cantrell Featuring Ian Lewis of Inner Circle,Blu Cantrell,['hip pop' 'r&b' 'urban contemporary'],60.0,40
Yanou feat. Mark Daviz,YANU,,24.0,31
Lee Ritenour / Dave Grusin,Lee Ritenour,['jazz funk' 'jazz fusion' 'jazz guitar' 'smooth jazz' 'yacht rock'],49.0,63
Shop Boys,Pet Shop Boys,"['art pop' 'dance rock' 'europop' 'new romantic' 'new wave' 'new wave pop'
 'permanent wave' 'synthpop']",69.0,82
Berlin,Berliner Philharmoniker,['german orchestra' 'orchestra'],74.0,41
Ludy,Lady Gaga,['art pop' 'dance pop' 'pop'],89.0,46
Vanishing,VANISHING GIRL,,34.0,78
Yoko Ono & Peaches,Yoko Ono,['experimental' 'experimental pop'],58.0,62
Sarge,Sargentorap,['mexican hip hop'],39.0,62
Bossa n' Marley,Bossa,,54.0,50
AJ Dávila,AJ Davila,['puerto rican indie'],14.0,89
Totally Insane ft Money Marc _ Scoot Dogg_ Backstreet Mentality,,,,0
Magic Slim and The Teardrops,Magic Slim & The Teardrops,,30.0,93
Crime,Crime Mob,"['atl hip hop' 'crunk' 'dirty south rap' 'gangster rap' 'hip pop'
 'old school atlanta hip hop' 'pop rap' 'rap' 'southern hip hop' 'trap']",51.0,71
Johan,Johann Sebastian Bach,['baroque' 'classical' 'early music' 'german baroque'],80.0,38
Arca,Arcángel,['latin hip hop' 'reggaeton' 'urbano latino'],87.0,50
Jim Reeves & Patsy Cline,Jim Reeves,['adult standards' 'nashville sound'],57.0,59
Shed,SHeDAISY,['contemporary country' 'country' 'country dawn' 'country road'],42.0,67
Suba feat. Cibelle,Sub Urban,['modern indie pop' 'viral rap'],70.0,30
Eliza G,Eliza Gilkyson,"['alternative country' 'canadian singer-songwriter' 'ectofolk' 'folk'
 'lilith' 'new americana' 'roots rock']",37.0,67
Florence,Florence + The Machine,['baroque pop' 'pop' 'uk alternative pop'],78.0,53
Fletcher Henderson & The Dixie Stompers,Fletcher Henderson,"['big band' 'harlem renaissance' 'jazz piano' 'ragtime' 'stride' 'swing'
 'tin pan alley' 'vintage jazz']",32.0,63
Cliff Richard With Olivia Newton John,Cliff Richard,"['adult standards' 'classic uk pop' 'europop' 'mellow gold' 'new wave pop'
 'rock-and-roll' 'soft rock']",57.0,52
Eddie Vedder With Nusrat Fateh Ali Khan,Nusrat Fateh Ali Khan,['indian fusion' 'pakistani folk' 'qawwali' 'sufi' 'world'],67.0,70
Freddie & The Dreamers,Freddie Dredd,['aesthetic rap' 'phonk'],80.0,63
Joe Gibbs,Joe Gibbs & The Professionals,['dub' 'reggae' 'roots reggae'],33.0,47
The Teen Idles,Teen Idols,['orgcore' 'power-pop punk' 'ramonescore' 'skate punk'],29.0,75
David Sanborn & Jonathan Sanborn,David Sanborn,['jazz fusion' 'jazz saxophone' 'smooth jazz' 'smooth saxophone'],45.0,58
Dylan Kuo,郭品超,,4.0,0
This Moment,In This Moment,['alternative metal' 'nu metal' 'slayer'],63.0,88
Para,Paramore,['candy pop' 'pixie' 'pop emo' 'pop punk'],83.0,67
Abyssinians,The Abyssinians,['dub' 'lovers rock' 'reggae' 'roots reggae'],47.0,85
Bangles,The Bangles,"['album rock' 'jangle pop' 'mellow gold' 'new romantic' 'new wave'
 'new wave pop' 'paisley underground' 'pop rock' 'rock' 'soft rock'
 'synthpop']",65.0,78
The Sanctuaries,The Sanctuary,,28.0,86
Cecil Taylor_ Jazz Composer's Orchestra_ Michael Mantler,Cecil Taylor,"['avant-garde' 'avant-garde jazz' 'free improvisation' 'free jazz'
 'jazz piano']",23.0,35
Larry Carlton / Lee Ritenour,Larry Carlton,['jazz fusion' 'jazz guitar' 'smooth jazz'],45.0,63
Elliott,Elliott Smith,"['alternative rock' 'dream pop' 'indie rock' 'melancholia' 'pop rock'
 'rock' 'singer-songwriter']",67.0,70
8 Eyed Spy,8Eight,,19.0,25
Oscillators,Dark Oscillators,['classic hardstyle'],26.0,81
Nate Dogg/Dr. Dre,Nate Dogg,['g funk' 'gangster rap' 'hip hop' 'pop rap' 'rap' 'west coast rap'],79.0,69
Dolla,Ty Dolla $ign,"['dance pop' 'hip hop' 'pop' 'pop rap' 'r&b' 'southern hip hop' 'trap'
 'trap soul' 'urban contemporary' 'viral rap']",83.0,56
City on Film,The City On Film,['emo' 'emo punk'],4.0,86
Slim & Slam,Slim Thug,"['crunk' 'dirty south rap' 'gangster rap' 'hip hop' 'houston rap'
 'pop rap' 'rap' 'southern hip hop' 'trap']",62.0,50
John Scofield With Pat Methany,John Scofield,"['contemporary jazz' 'jazz' 'jazz blues' 'jazz funk' 'jazz fusion'
 'jazz guitar' 'soul jazz']",48.0,60
Michna,Michael Jackson,['pop' 'r&b' 'soul'],85.0,48
The Alkaholiks,Tha Alkaholiks,"['alternative hip hop' 'gangster rap' 'hardcore hip hop' 'hip hop'
 'turntablism']",37.0,93
Fixx_ The,The Fixx,"['album rock' 'art rock' 'classic rock' 'mellow gold' 'new romantic'
 'new wave' 'new wave pop' 'rock' 'soft rock']",48.0,47
The Dirty Heads,Dirty Heads,['reggae fusion' 'reggae rock'],66.0,85
Run-D.M.C.,Run–D.M.C.,"['east coast hip hop' 'golden age hip hop' 'hardcore hip hop' 'hip hop'
 'hip house' 'old school hip hop' 'queens hip hop' 'rap']",63.0,90
Johnny Kidd,Johnny Kidd & The Pirates,['british invasion' 'merseybeat' 'rock-and-roll' 'rockabilly'],39.0,61
Girltalk,Girl Talk,['mashup' 'pittsburgh indie'],52.0,94
Spacer,Spacey Jane,['australian indie rock' 'fremantle indie' 'perth indie'],66.0,59
Hannah,Hannah Montana,['dance pop' 'hollywood' 'pop' 'post-teen pop'],66.0,60
Laurel & Hardy,LAUREL,['australian pop' 'electropop' 'vapor pop' 'vapor soul'],54.0,60
Captain Beefheart & The Magic Band,Captain Beefheart & His Magic Band,"['art rock' 'experimental' 'experimental rock' 'folk rock' 'outsider'
 'post-punk' 'protopunk' 'psychedelic rock' 'zolo']",48.0,94
Simon Townshend Band,Simon Townshend,,16.0,86
Bee,Bee Gees,['disco' 'mellow gold' 'soft rock'],79.0,55
System 7 / Derrick May,Derek Minor,['christian hip hop' 'christian trap'],49.0,36
Sonny Sixkiller,Sonny Digital,['atl hip hop'],51.0,64
The Scientist,Mariah the Scientist,['alternative r&b' 'chill r&b' 'pop' 'r&b'],67.0,79
Acen,Aventura,"['bachata' 'bachata dominicana' 'latin hip hop' 'latin pop' 'tropical'
 'urbano latino']",80.0,50
Ergs,The Ergs!,"['emo' 'indie punk' 'new jersey hardcore' 'new jersey punk' 'orgcore'
 'power-pop punk']",31.0,62
The Supremes / Four Tops,Four Tops,"['adult standards' 'classic soul' 'disco' 'funk' 'mellow gold' 'motown'
 'quiet storm' 'soul']",65.0,55
Fox,Foxes,"['dance pop' 'electropop' 'indie poptimism' 'metropopolis' 'post-teen pop'
 'tropical house' 'uk pop']",63.0,75
Dave Horne Meets Econu,James Horner,['orchestral soundtrack' 'soundtrack'],68.0,47
Kurtis Mantronik,Kurtis Mantronik Presents Chamonix,,22.0,64
Zack De La Rocha / KRS-One / The Last Emperor,Zack De La Rocha,['industrial hip hop' 'political hip hop'],47.0,52
Seals & Crofts,Seals and Crofts,"['adult standards' 'album rock' 'bubblegum pop' 'classic rock'
 'country rock' 'folk rock' 'mellow gold' 'soft rock' 'yacht rock']",58.0,87
Willie Nelson / Ray Price,Ray Price,['honky tonk' 'nashville sound' 'traditional country'],47.0,53
Brook Lynn / Mary J. Blige,Mary J. Blige,['dance pop' 'hip pop' 'neo soul' 'r&b' 'urban contemporary'],73.0,67
Tonex,Tonéx,['gospel'],33.0,80
Growing,Growing Pains,['5th wave emo' 'eugene indie'],22.0,70
Fonda,Fonda Rae,['boogie' 'garage house'],23.0,71
Audio,Audioslave,"['alternative metal' 'alternative rock' 'nu metal' 'permanent wave'
 'post-grunge' 'rock' 'supergroup']",70.0,67
Missy Elliott / Lady Saw,Lady Saw,"['dancehall' 'dancehall queen' 'lovers rock' 'old school dancehall'
 'reggae fusion' 'soca']",51.0,50
Jimmy Liggins,Jimmy Liggins and His Drops Of Joy,,17.0,55
Fixx,The Fixx,"['album rock' 'art rock' 'classic rock' 'mellow gold' 'new romantic'
 'new wave' 'new wave pop' 'rock' 'soft rock']",48.0,67
Tram,Trampled by Turtles,"['bluegrass' 'deep new americana' 'duluth indie' 'indie folk' 'jam band'
 'new americana' 'progressive bluegrass' 'roots rock' 'stomp and holler']",59.0,35
Mistah F.A.B ft.E40_  Mac Dre_ Messy Marv_ Yukmouth_ Mac Mall_ Mr. Kee_ Various Otheres,Mistah F.A.B.,['cali rap' 'hyphy' 'oakland hip hop' 'west coast trap'],46.0,26
Perfect English Weather,The Perfect English Weather,['brighton indie'],3.0,92
One t,One True God,['dark clubbing' 'experimental bass'],55.0,59
Magnus Karlsson,Magnus Karlsson’s Free Fall,['melodic metal' 'swedish heavy metal' 'swedish power metal'],27.0,71
